guid/image,conf,label,xmin,ymin,xmax,ymax
f777190f-47f5-48af-aade-c73fc0fa8171/0022,0,2,-1,-1,-1,-1
f777190f-47f5-48af-aade-c73fc0fa8171/0058,0,1,-1,-1,-1,-1
f777190f-47f5-48af-aade-c73fc0fa8171/0036,0,2,-1,-1,-1,-1
f777190f-47f5-48af-aade-c73fc0fa8171/0060,0,2,-1,-1,-1,-1
f777190f-47f5-48af-aade-c73fc0fa8171/0074,0,2,-1,-1,-1,-1
f777190f-47f5-48af-aade-c73fc0fa8171/0055,0,1,-1,-1,-1,-1
f777190f-47f5-48af-aade-c73fc0fa8171/0041,0.5303192734718323,2,0.536,0.378,0.618,0.537
effc00fc-f301-4971-bb8a-de2261a1db25/0006,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0140,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0012,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0068,0.5629961490631104,1,0.000,0.474,0.196,0.686
effc00fc-f301-4971-bb8a-de2261a1db25/0033,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0080,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0049,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0094,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0027,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0071,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0137,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0123,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0065,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0102,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0044,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0050,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0099,0.5818391442298889,1,0.471,0.403,0.530,0.458
effc00fc-f301-4971-bb8a-de2261a1db25/0116,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0109,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0086,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0035,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0021,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0092,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0000,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0128,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0014,0.6496440172195435,1,0.421,0.389,0.477,0.445
effc00fc-f301-4971-bb8a-de2261a1db25/0042,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0104,0.6821404695510864,1,0.234,0.380,0.526,0.575
effc00fc-f301-4971-bb8a-de2261a1db25/0038,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0110,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0056,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0131,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0077,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0063,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0125,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0019,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0013,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0069,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0141,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0007,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0095,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0026,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0032,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0081,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0048,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0064,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0122,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0136,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0070,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0117,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0051,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0098,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0045,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0103,0.5075974464416504,1,0.359,0.381,0.593,0.547
effc00fc-f301-4971-bb8a-de2261a1db25/0020,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0093,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0087,0.5400774478912354,1,0.164,0.368,0.454,0.573
effc00fc-f301-4971-bb8a-de2261a1db25/0108,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0034,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0129,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0015,0.522064745426178,1,0.381,0.378,0.465,0.482
effc00fc-f301-4971-bb8a-de2261a1db25/0001,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0057,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0111,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0105,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0043,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0039,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0124,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0062,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0018,0.6230714917182922,1,0.011,0.279,0.828,1.000
effc00fc-f301-4971-bb8a-de2261a1db25/0076,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0130,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0031,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0082,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0119,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0096,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0025,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0138,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0004,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0142,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0010,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0100,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0046,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0052,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0114,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0028,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0073,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0135,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0009,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0121,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0067,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0002,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0078,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0016,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0084,0.5122449398040771,2,0.223,0.000,0.912,0.724
effc00fc-f301-4971-bb8a-de2261a1db25/0037,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0023,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0090,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0059,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0133,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0075,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0061,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0127,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0040,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0089,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0106,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0112,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0054,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0097,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0118,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0024,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0030,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0083,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0011,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0139,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0005,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0115,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0053,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0029,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0047,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0101,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0066,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0120,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0134,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0072,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0008,0,0,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0017,0.5228701829910278,1,0.220,0.000,0.878,0.727
effc00fc-f301-4971-bb8a-de2261a1db25/0003,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0079,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0022,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0091,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0058,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0085,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0036,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0126,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0060,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0074,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0132,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0055,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0113,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0107,0,1,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0041,0,2,-1,-1,-1,-1
effc00fc-f301-4971-bb8a-de2261a1db25/0088,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0006,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0140,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0189,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0154,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0012,0.5544423460960388,1,0.000,0.287,0.836,1.000
d78f61da-03c8-4f39-b843-f3f93be3da2f/0068,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0175,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0033,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0080,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0049,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0094,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0027,0.6050399541854858,1,0.436,0.407,0.505,0.476
d78f61da-03c8-4f39-b843-f3f93be3da2f/0161,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0071,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0137,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0184,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0190,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0159,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0123,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0065,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0178,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0102,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0044,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0050,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0099,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0116,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0109,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0086,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0035,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0173,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0167,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0021,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0092,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0146,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0000,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0128,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0014,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0152,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0042,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0104,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0038,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0110,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0056,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0182,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0131,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0077,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0063,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0125,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0019,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0013,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0155,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0069,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0141,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0188,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0007,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0095,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0160,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0026,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0032,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0174,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0081,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0048,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0191,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0158,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0064,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0122,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0136,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0070,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0185,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0117,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0051,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0098,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0179,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0045,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0103,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0020,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0166,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0093,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0087,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0108,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0172,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0034,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0129,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0153,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0015,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0001,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0147,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0057,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0111,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0105,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0043,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0039,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0124,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0062,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0018,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0183,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0076,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0130,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0177,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0031,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0082,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0119,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0096,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0025,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0163,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0138,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0004,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0142,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0156,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0010,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0100,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0046,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0052,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0114,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0028,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0073,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0135,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0186,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0009,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0192,0.5558300614356995,1,0.290,0.389,0.368,0.450
d78f61da-03c8-4f39-b843-f3f93be3da2f/0121,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0067,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0144,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0002,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0078,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0016,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0150,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0084,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0037,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0171,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0165,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0023,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0090,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0059,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0180,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0149,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0133,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0075,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0061,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0127,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0040,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0089,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0106,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0168,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0112,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0054,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0097,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0118,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0162,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0024,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0030,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0176,0,0,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0083,0,2,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0011,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0157,0,1,-1,-1,-1,-1
d78f61da-03c8-4f39-b843-f3f93be3da2f/0139,0,0,-1,-1,-1,-1
